datasetId,simulationOnly,customerId,accountId,businessDate,currency,endOfDayBalance,snapshotId,eventTime,availableAt,ingestedAt,asOf,availability,authorization,coverage,freshness,retrievalOutcome,valueState
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-04,CNY,2003000.00,SIM-SNAPSHOT-V2-20260912,2026-06-04,2026-06-05,2026-06-05,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-05,CNY,2009000.00,SIM-SNAPSHOT-V2-20260912,2026-06-05,2026-06-06,2026-06-06,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-06,CNY,2015000.00,SIM-SNAPSHOT-V2-20260912,2026-06-06,2026-06-07,2026-06-07,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-07,CNY,2021000.00,SIM-SNAPSHOT-V2-20260912,2026-06-07,2026-06-08,2026-06-08,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-08,CNY,2027000.00,SIM-SNAPSHOT-V2-20260912,2026-06-08,2026-06-09,2026-06-09,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-09,CNY,2033000.00,SIM-SNAPSHOT-V2-20260912,2026-06-09,2026-06-10,2026-06-10,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-10,CNY,2032000.00,SIM-SNAPSHOT-V2-20260912,2026-06-10,2026-06-11,2026-06-11,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-11,CNY,2038000.00,SIM-SNAPSHOT-V2-20260912,2026-06-11,2026-06-12,2026-06-12,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-12,CNY,2044000.00,SIM-SNAPSHOT-V2-20260912,2026-06-12,2026-06-13,2026-06-13,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-13,CNY,2050000.00,SIM-SNAPSHOT-V2-20260912,2026-06-13,2026-06-14,2026-06-14,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-14,CNY,2056000.00,SIM-SNAPSHOT-V2-20260912,2026-06-14,2026-06-15,2026-06-15,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-15,CNY,2062000.00,SIM-SNAPSHOT-V2-20260912,2026-06-15,2026-06-16,2026-06-16,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-16,CNY,2068000.00,SIM-SNAPSHOT-V2-20260912,2026-06-16,2026-06-17,2026-06-17,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-17,CNY,2067000.00,SIM-SNAPSHOT-V2-20260912,2026-06-17,2026-06-18,2026-06-18,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-18,CNY,2073000.00,SIM-SNAPSHOT-V2-20260912,2026-06-18,2026-06-19,2026-06-19,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-19,CNY,2079000.00,SIM-SNAPSHOT-V2-20260912,2026-06-19,2026-06-20,2026-06-20,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-20,CNY,2085000.00,SIM-SNAPSHOT-V2-20260912,2026-06-20,2026-06-21,2026-06-21,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-21,CNY,2091000.00,SIM-SNAPSHOT-V2-20260912,2026-06-21,2026-06-22,2026-06-22,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-22,CNY,2097000.00,SIM-SNAPSHOT-V2-20260912,2026-06-22,2026-06-23,2026-06-23,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-23,CNY,2103000.00,SIM-SNAPSHOT-V2-20260912,2026-06-23,2026-06-24,2026-06-24,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-24,CNY,2102000.00,SIM-SNAPSHOT-V2-20260912,2026-06-24,2026-06-25,2026-06-25,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-25,CNY,2108000.00,SIM-SNAPSHOT-V2-20260912,2026-06-25,2026-06-26,2026-06-26,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-26,CNY,2114000.00,SIM-SNAPSHOT-V2-20260912,2026-06-26,2026-06-27,2026-06-27,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-27,CNY,2120000.00,SIM-SNAPSHOT-V2-20260912,2026-06-27,2026-06-28,2026-06-28,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-28,CNY,2126000.00,SIM-SNAPSHOT-V2-20260912,2026-06-28,2026-06-29,2026-06-29,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-29,CNY,2132000.00,SIM-SNAPSHOT-V2-20260912,2026-06-29,2026-06-30,2026-06-30,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-06-30,CNY,2138000.00,SIM-SNAPSHOT-V2-20260912,2026-06-30,2026-07-01,2026-07-01,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-01,CNY,2137000.00,SIM-SNAPSHOT-V2-20260912,2026-07-01,2026-07-02,2026-07-02,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-02,CNY,2143000.00,SIM-SNAPSHOT-V2-20260912,2026-07-02,2026-07-03,2026-07-03,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-03,CNY,2149000.00,SIM-SNAPSHOT-V2-20260912,2026-07-03,2026-07-04,2026-07-04,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-04,CNY,2155000.00,SIM-SNAPSHOT-V2-20260912,2026-07-04,2026-07-05,2026-07-05,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-05,CNY,2161000.00,SIM-SNAPSHOT-V2-20260912,2026-07-05,2026-07-06,2026-07-06,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-06,CNY,2167000.00,SIM-SNAPSHOT-V2-20260912,2026-07-06,2026-07-07,2026-07-07,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-07,CNY,2173000.00,SIM-SNAPSHOT-V2-20260912,2026-07-07,2026-07-08,2026-07-08,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-08,CNY,2172000.00,SIM-SNAPSHOT-V2-20260912,2026-07-08,2026-07-09,2026-07-09,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-09,CNY,2178000.00,SIM-SNAPSHOT-V2-20260912,2026-07-09,2026-07-10,2026-07-10,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-10,CNY,2184000.00,SIM-SNAPSHOT-V2-20260912,2026-07-10,2026-07-11,2026-07-11,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-11,CNY,2190000.00,SIM-SNAPSHOT-V2-20260912,2026-07-11,2026-07-12,2026-07-12,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-12,CNY,2196000.00,SIM-SNAPSHOT-V2-20260912,2026-07-12,2026-07-13,2026-07-13,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-13,CNY,2202000.00,SIM-SNAPSHOT-V2-20260912,2026-07-13,2026-07-14,2026-07-14,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-14,CNY,2208000.00,SIM-SNAPSHOT-V2-20260912,2026-07-14,2026-07-15,2026-07-15,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-15,CNY,2207000.00,SIM-SNAPSHOT-V2-20260912,2026-07-15,2026-07-16,2026-07-16,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-16,CNY,2213000.00,SIM-SNAPSHOT-V2-20260912,2026-07-16,2026-07-17,2026-07-17,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-17,CNY,2219000.00,SIM-SNAPSHOT-V2-20260912,2026-07-17,2026-07-18,2026-07-18,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-18,CNY,2225000.00,SIM-SNAPSHOT-V2-20260912,2026-07-18,2026-07-19,2026-07-19,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-19,CNY,2231000.00,SIM-SNAPSHOT-V2-20260912,2026-07-19,2026-07-20,2026-07-20,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-20,CNY,2237000.00,SIM-SNAPSHOT-V2-20260912,2026-07-20,2026-07-21,2026-07-21,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-21,CNY,2243000.00,SIM-SNAPSHOT-V2-20260912,2026-07-21,2026-07-22,2026-07-22,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-22,CNY,2242000.00,SIM-SNAPSHOT-V2-20260912,2026-07-22,2026-07-23,2026-07-23,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-23,CNY,2248000.00,SIM-SNAPSHOT-V2-20260912,2026-07-23,2026-07-24,2026-07-24,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-24,CNY,2254000.00,SIM-SNAPSHOT-V2-20260912,2026-07-24,2026-07-25,2026-07-25,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-25,CNY,2260000.00,SIM-SNAPSHOT-V2-20260912,2026-07-25,2026-07-26,2026-07-26,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-26,CNY,2266000.00,SIM-SNAPSHOT-V2-20260912,2026-07-26,2026-07-27,2026-07-27,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-27,CNY,2272000.00,SIM-SNAPSHOT-V2-20260912,2026-07-27,2026-07-28,2026-07-28,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-28,CNY,2278000.00,SIM-SNAPSHOT-V2-20260912,2026-07-28,2026-07-29,2026-07-29,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-29,CNY,2277000.00,SIM-SNAPSHOT-V2-20260912,2026-07-29,2026-07-30,2026-07-30,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-30,CNY,2283000.00,SIM-SNAPSHOT-V2-20260912,2026-07-30,2026-07-31,2026-07-31,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-07-31,CNY,2289000.00,SIM-SNAPSHOT-V2-20260912,2026-07-31,2026-08-01,2026-08-01,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-01,CNY,2295000.00,SIM-SNAPSHOT-V2-20260912,2026-08-01,2026-08-02,2026-08-02,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-02,CNY,2301000.00,SIM-SNAPSHOT-V2-20260912,2026-08-02,2026-08-03,2026-08-03,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-03,CNY,2307000.00,SIM-SNAPSHOT-V2-20260912,2026-08-03,2026-08-04,2026-08-04,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-04,CNY,2313000.00,SIM-SNAPSHOT-V2-20260912,2026-08-04,2026-08-05,2026-08-05,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-05,CNY,2312000.00,SIM-SNAPSHOT-V2-20260912,2026-08-05,2026-08-06,2026-08-06,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-06,CNY,2318000.00,SIM-SNAPSHOT-V2-20260912,2026-08-06,2026-08-07,2026-08-07,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-07,CNY,2324000.00,SIM-SNAPSHOT-V2-20260912,2026-08-07,2026-08-08,2026-08-08,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-08,CNY,2330000.00,SIM-SNAPSHOT-V2-20260912,2026-08-08,2026-08-09,2026-08-09,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-09,CNY,2336000.00,SIM-SNAPSHOT-V2-20260912,2026-08-09,2026-08-10,2026-08-10,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-10,CNY,2342000.00,SIM-SNAPSHOT-V2-20260912,2026-08-10,2026-08-11,2026-08-11,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-11,CNY,2348000.00,SIM-SNAPSHOT-V2-20260912,2026-08-11,2026-08-12,2026-08-12,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-12,CNY,2347000.00,SIM-SNAPSHOT-V2-20260912,2026-08-12,2026-08-13,2026-08-13,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-13,CNY,2353000.00,SIM-SNAPSHOT-V2-20260912,2026-08-13,2026-08-14,2026-08-14,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-14,CNY,2359000.00,SIM-SNAPSHOT-V2-20260912,2026-08-14,2026-08-15,2026-08-15,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-15,CNY,2365000.00,SIM-SNAPSHOT-V2-20260912,2026-08-15,2026-08-16,2026-08-16,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-16,CNY,2371000.00,SIM-SNAPSHOT-V2-20260912,2026-08-16,2026-08-17,2026-08-17,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-17,CNY,2377000.00,SIM-SNAPSHOT-V2-20260912,2026-08-17,2026-08-18,2026-08-18,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-18,CNY,2383000.00,SIM-SNAPSHOT-V2-20260912,2026-08-18,2026-08-19,2026-08-19,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-19,CNY,2382000.00,SIM-SNAPSHOT-V2-20260912,2026-08-19,2026-08-20,2026-08-20,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-20,CNY,2388000.00,SIM-SNAPSHOT-V2-20260912,2026-08-20,2026-08-21,2026-08-21,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-21,CNY,2394000.00,SIM-SNAPSHOT-V2-20260912,2026-08-21,2026-08-22,2026-08-22,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-22,CNY,2400000.00,SIM-SNAPSHOT-V2-20260912,2026-08-22,2026-08-23,2026-08-23,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-23,CNY,2406000.00,SIM-SNAPSHOT-V2-20260912,2026-08-23,2026-08-24,2026-08-24,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-24,CNY,2412000.00,SIM-SNAPSHOT-V2-20260912,2026-08-24,2026-08-25,2026-08-25,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-25,CNY,2418000.00,SIM-SNAPSHOT-V2-20260912,2026-08-25,2026-08-26,2026-08-26,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-26,CNY,2417000.00,SIM-SNAPSHOT-V2-20260912,2026-08-26,2026-08-27,2026-08-27,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-27,CNY,2423000.00,SIM-SNAPSHOT-V2-20260912,2026-08-27,2026-08-28,2026-08-28,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-28,CNY,2429000.00,SIM-SNAPSHOT-V2-20260912,2026-08-28,2026-08-29,2026-08-29,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-29,CNY,2435000.00,SIM-SNAPSHOT-V2-20260912,2026-08-29,2026-08-30,2026-08-30,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-30,CNY,2441000.00,SIM-SNAPSHOT-V2-20260912,2026-08-30,2026-08-31,2026-08-31,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
SIM-DSV2-DAILY,True,SIM-C001,SIM-A0012,2026-08-31,CNY,2447000.00,SIM-SNAPSHOT-V2-20260912,2026-08-31,2026-09-01,2026-09-01,2026-09-12,AVAILABLE,AUTHORIZED_SIM,FULL_PERIOD,WITHIN_POLICY,SUCCESS,KNOWN
