entryId,transactionId,ledgerAccount,direction,amount,currency
SIM-TX-A0112-01-E2,SIM-TX-A0112-01,SIM-CLEARING-CNY,DEBIT,10000.00,CNY
SIM-TX-A0112-02-E1,SIM-TX-A0112-02,SIM-A0112,DEBIT,10000.00,CNY
SIM-TX-A0112-02-E2,SIM-TX-A0112-02,SIM-CLEARING-CNY,CREDIT,10000.00,CNY
SIM-TX-A0112-03-E1,SIM-TX-A0112-03,SIM-A0112,CREDIT,20000.00,CNY
SIM-TX-A0112-03-E2,SIM-TX-A0112-03,SIM-CLEARING-CNY,DEBIT,20000.00,CNY
SIM-TX-A0112-04-E1,SIM-TX-A0112-04,SIM-A0112,DEBIT,20000.00,CNY
SIM-TX-A0112-04-E2,SIM-TX-A0112-04,SIM-CLEARING-CNY,CREDIT,20000.00,CNY
SIM-TX-A0112-05-E1,SIM-TX-A0112-05,SIM-A0112,CREDIT,30000.00,CNY
SIM-TX-A0112-05-E2,SIM-TX-A0112-05,SIM-CLEARING-CNY,DEBIT,30000.00,CNY
SIM-TX-A0112-06-E1,SIM-TX-A0112-06,SIM-A0112,DEBIT,30000.00,CNY
SIM-TX-A0112-06-E2,SIM-TX-A0112-06,SIM-CLEARING-CNY,CREDIT,30000.00,CNY
SIM-TX-A0121-01-E1,SIM-TX-A0121-01,SIM-A0121,CREDIT,20000.00,CNY
SIM-TX-A0121-01-E2,SIM-TX-A0121-01,SIM-CLEARING-CNY,DEBIT,20000.00,CNY
SIM-TX-A0121-02-E1,SIM-TX-A0121-02,SIM-A0121,DEBIT,5000.00,CNY
SIM-TX-A0121-02-E2,SIM-TX-A0121-02,SIM-CLEARING-CNY,CREDIT,5000.00,CNY
SIM-TX-A0121-03-E1,SIM-TX-A0121-03,SIM-A0121,CREDIT,40000.00,CNY
SIM-TX-A0121-03-E2,SIM-TX-A0121-03,SIM-CLEARING-CNY,DEBIT,40000.00,CNY
SIM-TX-A0121-04-E1,SIM-TX-A0121-04,SIM-A0121,DEBIT,10000.00,CNY
SIM-TX-A0121-04-E2,SIM-TX-A0121-04,SIM-CLEARING-CNY,CREDIT,10000.00,CNY
SIM-TX-A0121-05-E1,SIM-TX-A0121-05,SIM-A0121,CREDIT,15000.00,CNY
SIM-TX-A0121-05-E2,SIM-TX-A0121-05,SIM-CLEARING-CNY,DEBIT,15000.00,CNY
SIM-TX-A0121-06-E1,SIM-TX-A0121-06,SIM-A0121,DEBIT,20000.00,CNY
SIM-TX-A0121-06-E2,SIM-TX-A0121-06,SIM-CLEARING-CNY,CREDIT,20000.00,CNY
SIM-TX-A0122-01-E1,SIM-TX-A0122-01,SIM-A0122,CREDIT,10000.00,CNY
SIM-TX-A0122-01-E2,SIM-TX-A0122-01,SIM-CLEARING-CNY,DEBIT,10000.00,CNY
SIM-TX-A0122-02-E1,SIM-TX-A0122-02,SIM-A0122,DEBIT,10000.00,CNY
SIM-TX-A0122-02-E2,SIM-TX-A0122-02,SIM-CLEARING-CNY,CREDIT,10000.00,CNY
SIM-TX-A0122-03-E1,SIM-TX-A0122-03,SIM-A0122,CREDIT,20000.00,CNY
SIM-TX-A0122-03-E2,SIM-TX-A0122-03,SIM-CLEARING-CNY,DEBIT,20000.00,CNY
SIM-TX-A0122-04-E1,SIM-TX-A0122-04,SIM-A0122,DEBIT,20000.00,CNY
SIM-TX-A0122-04-E2,SIM-TX-A0122-04,SIM-CLEARING-CNY,CREDIT,20000.00,CNY
SIM-TX-A0122-05-E1,SIM-TX-A0122-05,SIM-A0122,CREDIT,30000.00,CNY
SIM-TX-A0122-05-E2,SIM-TX-A0122-05,SIM-CLEARING-CNY,DEBIT,30000.00,CNY
SIM-TX-A0122-06-E1,SIM-TX-A0122-06,SIM-A0122,DEBIT,30000.00,CNY
SIM-TX-A0122-06-E2,SIM-TX-A0122-06,SIM-CLEARING-CNY,CREDIT,30000.00,CNY
